Category,pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric,Class
Benign,40,12,13.5358271,0,306.231366,2084,52.11640343,12249,306.231366,0,1073,4275,44,898,1174,101,762,140,409,399,78,116,78,0.037936048,0.056037539,0.037936048,5,6,30,1.25,1,0,1,1,5,3,7,0.024871683,0.0,0.024871683,0.024871683,0.122384515,0.073628098,0.17114093,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,40,12,13.28293046,0,300.7487914,2001,50.025,12029,300.7487914,0,1122,4335,44,795,1163,101,738,138,452,336,63,99,63,0.032357473,0.050847458,0.032357473,3,4,18,1.5,2,0,2,2,6,4,8,0.047619048,0.0,0.047619048,0.047619048,0.142857143,0.095238095,0.19047619,138,395,222,26,27,118,0,123,88,0,8,Benign
Spyware-Transponder-1b7cc61e3447fe16c787c43a086ca60577e675bec8b34e3ab9ee60d00fb9400d-6.raw,39,16,9.615384615,0,205.4615385,1466,37.58974359,8014,210.8947368,0,626,2818,41,674,662,95,602,113,163,231,42,78,42,0.028301887,0.052560647,0.028301887,4,54,24,1.0,6,0,7,6,11,8,13,0.133333333,0.0,0.155555556,0.133333333,0.244444444,0.177777778,0.288888889,138,389,221,26,24,116,0,119,87,0,8,Malware
Ransomware-Pysa-46bb60e10285cb20f50a24cf7188045a771c416a4d686498f049dd619b61fd0b-5.raw,40,16,9.725,0,207.45,1552,38.8,8298,207.45,0,641,2911,43,669,695,97,606,123,165,246,45,84,45,0.028337531,0.052896725,0.028337531,3,3,18,1.0,5,0,5,5,9,7,11,0.111111111,0.0,0.111111111,0.111111111,0.2,0.155555556,0.244444444,138,389,221,26,24,116,0,123,86,0,8,Malware
Benign,39,12,12.99948433,0,292.5894858,1941,49.76923077,11410,292.5894858,0,1032,4042,43,801,1085,99,723,140,395,329,63,98,63,0.033386328,0.051934287,0.033386328,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.102564103,0.051282051,0.153846154,138,395,222,26,27,118,0,123,88,0,8,Benign
Spyware-CWS-0d5efc4be13dd18c92a135a5e9d930fa28fea6281e410e637cd4e423120b226e-1.raw,42,16,11.04761905,0,213.0714286,1646,39.19047619,8950,218.2926829,0,652,3063,44,671,879,104,690,126,184,279,47,87,47,0.027794205,0.051448847,0.027794205,47,849,282,9.4,8,0,9,8,13,10,15,0.16,0.0,0.18,0.16,0.26,0.2,0.3,138,389,221,26,24,116,0,122,87,0,8,Malware
Ransomware-Ako-0ccf69cc3664ce3dfefef94516e2fa7c1da5334613251216354d6c16d0929c11-3.raw,41,16,10.6097561,0,213.0243902,1619,39.48780488,8734,213.0243902,0,647,3056,44,673,801,103,645,126,181,268,49,89,49,0.029394121,0.053389322,0.029394121,3,3,18,1.0,1,0,1,1,5,3,7,0.023809524,0.0,0.023809524,0.023809524,0.119047619,0.071428571,0.166666667,138,389,221,26,24,116,0,122,87,0,8,Malware
Benign,43,12,12.50400984,0,283.4608052,2169,50.4457699,12188,283.4608052,0,1071,4313,47,826,1158,107,759,146,414,378,86,126,86,0.039482727,0.057846787,0.039482727,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.093023256,0.046511628,0.139534884,138,395,222,26,27,118,0,122,88,0,8,Benign
Spyware-Transponder-1a54c25342d93d98d38d428ee3c012008adc342d43fd2ef5ac92cb7b865fdacb-3.raw,41,16,10.09756098,0,210.3170732,1615,39.3902439,8623,210.3170732,0,645,3009,44,675,757,103,643,126,181,267,46,86,46,0.027710843,0.051807229,0.027710843,3,3,18,1.0,4,0,4,4,8,6,10,0.088888889,0.0,0.088888889,0.088888889,0.177777778,0.133333333,0.222222222,138,389,221,26,24,116,0,122,86,0,8,Malware
Benign,40,13,13.00681462,0,291.3386292,2015,50.375,11653,291.3386292,0,1038,4035,44,789,1122,100,727,139,393,347,57,95,57,0.029081633,0.048469388,0.029081633,3,3,18,1.0,1,0,1,1,5,3,6,0.024390244,0.0,0.024390244,0.024390244,0.12195122,0.073170732,0.146341463,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,46,12,11.99151385,0,272.6145099,2238,48.65217391,12540,272.6145099,0,1092,4475,50,844,1181,113,760,153,432,385,87,130,87,0.038701068,0.057829181,0.038701068,6,7,36,1.2,0,0,0,0,4,2,6,0.003242749,0.0,0.003242749,0.003242749,0.089917293,0.046580021,0.133254565,138,395,222,26,27,118,0,124,88,0,8,Benign
Spyware-CWS-0c9e83bb21232b777fc91876e09928bea839f3a789c0bdef231780e57ac28fea-10.raw,37,15,10.18918919,0,215.2972973,1452,39.24324324,7966,215.2972973,0,632,2818,40,667,664,92,594,113,161,230,42,78,42,0.028708134,0.053315106,0.028708134,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,120,86,0,8,Malware
Ransomware-Conti-0c363968e5e81e7bb6c3e4b42690969a61130bf2b3715d4e68d5f4a5f3633a55-3.raw,45,18,9.533333333,0,248.3777778,1698,37.73333333,11177,248.3777778,0,2914,3099,48,718,788,111,664,129,184,278,49,93,49,0.028064147,0.053264605,0.028064147,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.088888889,0.044444444,0.133333333,138,389,221,26,24,116,0,122,87,0,8,Malware
Trojan-Emotet-1e0a680a547f184a548dd3e2b48bfb94eb485c5a4b3c97131760c97423921d5c-4.raw,40,16,9.825,0,208.825,1558,38.95,8353,208.825,0,643,2926,43,666,703,101,608,123,179,262,46,85,46,0.02876798,0.053158224,0.02876798,3,3,18,1.0,1,0,1,1,5,3,7,0.024390244,0.0,0.024390244,0.024390244,0.12195122,0.073170732,0.170731707,138,389,221,26,24,116,0,122,86,0,8,Malware
Benign,41,12,13.03689449,0,298.9186369,2159,51.46378266,12544,305.9660256,0,1081,4412,45,922,1195,103,775,143,422,396,80,117,80,0.037641455,0.055013568,0.037641455,5,6,30,1.248214554,0,0,1,0,5,2,7,0.022425374,0.0,0.044850748,0.022425374,0.138036041,0.069018021,0.184628688,138,395,222,26,27,118,0,124,88,0,8,Benign
Trojan-Emotet-1d2dd88d0b8e8523402f64f1cce5edc2dc9ea08c1ef94287df099130d895f8da-2.raw,42,16,10.23809524,0,208.4285714,1613,38.4047619,8756,218.9,0,657,3030,43,684,803,103,657,126,180,267,49,88,49,0.029535865,0.053044002,0.029535865,5,3,30,1.0,3,0,5,3,9,5,11,0.066666667,0.0,0.111111111,0.066666667,0.2,0.111111111,0.244444444,138,389,221,26,24,116,0,122,87,0,8,Malware
Benign,44,13,12.34090909,0,275.4772727,2170,49.31818182,12121,275.4772727,0,1060,4264,48,807,1157,109,760,151,414,361,76,117,76,0.035039189,0.053941909,0.035039189,4,5,24,1.333333333,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,395,222,26,27,118,0,123,88,0,8,Benign
Ransomware-Shade-ffbe32df4bbdcda3f40be0c5e16372b63fbccfdf9d7de5184b00c97a9cf13e11-2.raw,42,16,10.02380952,0,206.2857143,1625,38.69047619,8664,206.2857143,0,664,3020,45,686,780,105,642,120,178,261,50,91,50,0.029868578,0.054360812,0.029868578,4,4,24,1.0,1,0,1,1,5,3,7,0.023255814,0.0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,389,221,26,24,116,0,122,87,0,8,Malware
Trojan-Reconyc-abaa7b3f0999c7d8c15cd87924771e1b-5.raw,43,17,9.395348837,0,200.8837209,1648,38.3255814,8638,200.8837209,0,667,3002,46,705,723,107,631,126,181,271,49,91,49,0.029011249,0.053878034,0.029011249,3,3,18,1.0,2,0,2,2,6,4,8,0.044444444,0.0,0.044444444,0.044444444,0.133333333,0.088888889,0.177777778,138,389,221,26,24,116,0,122,86,0,8,Malware
Trojan-Scar-bacbc0080e46f581b785a2417da79b3f-6.raw,39,15,10.12820513,0,212.7179487,1527,39.15384615,8296,212.7179487,0,643,2909,42,688,705,100,600,119,176,258,46,84,46,0.029506094,0.053880693,0.029506094,3,3,18,1.0,3,0,3,3,7,5,9,0.071428571,0.0,0.071428571,0.071428571,0.166666667,0.119047619,0.214285714,138,389,221,26,24,116,0,121,87,0,8,Malware
Benign,41,14,14.13614357,0,294.6953045,2065,50.37671243,12082,294.6953045,0,1045,4219,45,835,1220,102,759,143,385,355,54,92,54,0.026411457,0.044800511,0.026411457,4,5,24,1.333333333,0,0,0,0,4,2,6,0.004929427,0.0,0.004929427,0.004929427,0.102009483,0.053469455,0.15054951,138,395,222,26,27,118,0,123,88,0,8,Benign
Spyware-Transponder-0e43c34e27958957b9b5e4abf6f4ce854b36c2e350c808b7c8680cb1455b5ae5-3.raw,46,19,9.760869565,0,197.5217391,1736,37.73913043,9086,197.5217391,0,677,3115,49,711,823,113,681,135,195,278,59,104,59,0.032887402,0.057971014,0.032887402,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.086956522,0.043478261,0.130434783,138,389,221,26,24,116,0,122,86,0,8,Malware
Benign,41,13,12.93909123,0,293.5669061,2026,49.41463415,12036,293.5669061,0,1084,4428,45,776,1148,102,741,141,407,332,63,102,63,0.031786075,0.051463169,0.031786075,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,40,12,13.13219083,0,303.912584,2088,52.2,12156,303.912584,0,1064,4245,44,898,1144,101,760,140,402,398,80,117,80,0.038295835,0.056007659,0.038295835,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,42,12,13.26234488,0,305.835974,2194,52.23809524,12845,305.835974,0,1147,4594,46,877,1232,105,780,142,437,403,79,119,79,0.036472761,0.054939982,0.036472761,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.095238095,0.047619048,0.142857143,138,395,222,26,27,118,0,125,88,0,8,Benign
Spyware-CWS-0c7937b8af9ae24ad0f5154bd466ef3b3f7f381aef0e8bfbf0fcffcf81ef8496-8.raw,37,15,10.27027027,0,216.4054054,1449,39.16216216,8007,216.4054054,0,630,2825,40,672,672,92,594,113,162,231,43,79,43,0.029371585,0.053961749,0.029371585,3,3,18,1.0,6,0,6,6,10,8,12,0.139534884,0.0,0.139534884,0.139534884,0.23255814,0.186046512,0.279069767,138,389,221,26,24,116,0,119,87,0,8,Malware
Benign,43,13,12.82071797,0,299.8502357,2182,50.74418605,12893,299.8502357,0,1139,4645,47,869,1209,107,841,144,441,388,70,111,70,0.032634033,0.051748252,0.032634033,5,6,30,1.25,1,0,1,1,5,3,7,0.022727273,0.0,0.022727273,0.022727273,0.113636364,0.068181818,0.159090909,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,43,16,11.10116065,0,258.2616792,2004,46.60465116,11105,258.2616792,0,855,3756,47,963,947,106,727,139,309,376,89,131,89,0.043200906,0.063587851,0.043200906,7,8,42,1.166666667,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.093023256,0.046511628,0.11627907,138,392,222,26,24,118,0,124,87,0,8,Benign
Benign,44,12,12.49835167,0,282.7361639,2133,48.47727273,12440,282.7361639,0,1154,4433,48,828,1192,109,745,151,459,350,72,112,72,0.034697094,0.053849929,0.034697094,4,5,24,1.333333333,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,43,13,13.0871414,0,301.2381684,2182,50.74418605,12953,301.2381684,0,1141,4668,47,869,1237,107,842,144,441,388,70,111,70,0.032634033,0.051748252,0.032634033,5,6,30,1.25,1,0,1,1,5,3,7,0.022727273,0.0,0.022727273,0.022727273,0.113636364,0.068181818,0.159090909,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,48,17,11.85089873,0,269.5399396,2284,47.30840946,13018,271.2272948,0,1099,4487,54,1015,1209,117,805,146,446,415,90,136,90,0.039019562,0.058810178,0.039019562,5,6,30,1.25,6,0,6,6,10,8,12,0.110496131,0.0,0.116030951,0.110496131,0.189695038,0.147328175,0.226527082,138,392,222,26,24,118,0,126,87,0,8,Benign
Spyware-CWS-0ae5bf5a7261e5e6efb01d762733f398cd93e044f3e4fcaccf4a373330a10b9f-6.raw,42,16,9.738095238,0,209.4047619,1620,38.57142857,8796,214.5365854,0,861,2953,44,684,741,105,654,125,187,278,45,86,45,0.027256208,0.052089643,0.027256208,61,18559,366,12.2,1,0,2,1,6,3,8,0.023255814,0.0,0.046511628,0.023255814,0.139534884,0.069767442,0.186046512,138,389,221,26,24,116,0,121,86,0,8,Malware
Trojan-Reconyc-a44637df1f91cefe97ecde67bb2a9320-5.raw,40,16,9.85,0,208.85,1558,38.95,8354,208.85,0,644,2921,43,666,703,101,608,123,178,263,47,86,47,0.029430182,0.053850971,0.029430182,3,3,18,1.0,1,0,1,1,5,3,7,0.024390244,0.0,0.024390244,0.024390244,0.12195122,0.073170732,0.170731707,138,389,221,26,24,116,0,122,86,0,8,Malware
Ransomware-Maze-913d4fada0e5c921d861642c59387d38f199159ab0c5201f818f2acc572f7169-2.raw,42,16,10.11904762,0,206.0952381,1618,38.52380952,8656,206.0952381,0,659,3026,45,677,790,105,642,120,177,262,47,88,47,0.028245192,0.052884615,0.028245192,4,4,24,1.0,1,0,1,1,5,3,7,0.023255814,0.0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,389,221,26,24,116,0,122,86,0,8,Malware
Benign,41,12,13.48780488,0,307.3666227,2144,52.29684325,12602,307.3666227,0,1101,4366,45,928,1197,103,786,143,462,420,82,120,82,0.038637196,0.056761337,0.038637196,5,6,32,1.230052548,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.131681684,138,395,222,26,27,118,0,123,88,0,8,Benign
Trojan-Scar-1d853ec221850286bf5010be540c7a2b-9.raw,41,16,9.463414634,0,202.6341463,1540,37.56097561,8309,207.725,0,648,2916,43,718,687,98,618,116,164,238,46,85,46,0.029581994,0.054662379,0.029581994,3,3,18,1.0,2,0,3,2,7,4,9,0.046511628,0.0,0.069767442,0.046511628,0.162790698,0.093023256,0.209302326,138,389,221,26,24,116,0,119,87,0,8,Malware
Trojan-Reconyc-db3a1c67b7eab30c2184cfc3714af177-10.raw,40,16,9.5,0,203.85,1507,37.675,8154,203.85,0,650,2873,43,699,671,98,604,113,166,235,46,85,46,0.030203546,0.0558109,0.030203546,4,4,24,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,389,221,26,24,116,0,119,87,0,8,Malware
Benign,39,12,12.79487179,0,291.341135,1941,49.76923077,11362,291.341135,0,1026,4018,43,801,1057,99,723,140,395,329,63,98,63,0.033386328,0.051934287,0.033386328,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.102564103,0.051282051,0.153846154,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,43,12,12.84038569,0,293.3709161,2121,49.3255814,12614,293.3709161,0,1122,4700,47,794,1206,110,745,141,446,357,69,110,69,0.0331253,0.052808449,0.0331253,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.093023256,0.046511628,0.139534884,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,40,12,13.24075819,0,304.0907582,2089,52.22772542,12163,304.0907582,0,1065,4247,44,897,1150,101,758,140,404,398,80,117,80,0.038275534,0.055977968,0.038275534,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,Benign
Ransomware-Ako-0c45f9617090cbf0a3e9265d0553f068a6a73c3004467aced836d40463ff3dc0-4.raw,44,17,9.795454545,0,208.3409091,1709,38.84090909,9168,213.2093023,0,866,3072,46,695,790,108,698,132,192,289,46,88,46,0.026270702,0.050256996,0.026270702,61,18559,366,12.2,0,0,1,0,5,2,7,0.0,0.0,0.022727273,0.0,0.113636364,0.045454545,0.159090909,138,389,221,26,24,116,0,122,87,0,8,Malware
Benign,43,12,12.41856002,0,272.7912338,2025,46.5901511,11860,297.7899504,0,1046,4212,43,837,1168,100,740,138,435,339,65,100,65,0.03285143,0.050959148,0.03285143,3,4,18,1.5,0,0,3,0,7,2,9,0.0,0.0,0.08379425,0.0,0.175826737,0.046016243,0.22184298,138,395,222,26,27,118,0,124,88,0,8,Benign
Spyware-TIBS-10f9ff1e9f0cddbac2bf5dd5921a15f8c925fa57b2a1d2f9f10772a3b6bba6b2-8.raw,27,9,13.66666667,0,266.6296296,1212,44.88888889,7199,266.6296296,0,541,2596,30,556,647,71,518,107,134,216,30,56,30,0.024174053,0.045124899,0.024174053,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.148148148,0.074074074,0.185185185,138,389,221,26,24,116,0,120,88,0,8,Malware
Spyware-Gator-1ba7b23529988a185fc446ce6edbf82aa767068366726041d913302ecfa7a606-7.raw,38,15,9.842105263,0,209.2631579,1445,38.02631579,7953,214.9459459,0,623,2811,40,666,664,92,594,113,160,230,42,78,42,0.028767123,0.053424658,0.028767123,3,3,18,1.0,4,0,5,4,9,6,11,0.095238095,0.0,0.119047619,0.095238095,0.214285714,0.142857143,0.261904762,138,389,221,26,24,116,0,119,86,0,8,Malware
Benign,41,16,11.23522483,0,259.2599366,1822,44.46145055,10630,265.7664349,0,853,3632,45,886,886,101,733,131,345,384,83,121,83,0.044770015,0.065267129,0.044770015,4,5,24,1.333333333,10,0,11,10,15,12,17,0.196078431,0.0,0.215686275,0.196078431,0.294117647,0.235294118,0.333333333,138,392,222,26,24,118,0,126,87,0,8,Benign
Trojan-Reconyc-197c69e08af6d86b28a2b570a396015d-2.raw,44,17,10.04545455,0,206.2045455,1712,38.90909091,9073,206.2045455,0,674,3147,47,723,822,109,665,129,187,276,51,94,51,0.028944381,0.053348468,0.028944381,3,3,18,1.0,3,0,3,3,7,5,9,0.063829787,0.0,0.063829787,0.063829787,0.14893617,0.106382979,0.191489362,138,389,221,26,24,116,0,122,87,0,8,Malware
Benign,41,16,11.24390244,0,259.0939888,1821,44.43284631,10623,265.5963385,0,853,3634,45,887,885,101,726,131,345,384,83,121,83,0.04512139,0.065624546,0.04512139,4,5,24,1.333333333,10,0,11,10,15,12,17,0.196078431,0.0,0.215686275,0.196078431,0.294117647,0.235294118,0.333333333,138,392,222,26,24,118,0,126,87,0,8,Benign
Benign,42,12,12.53580672,0,278.5859627,2028,47.97634151,11779,294.4990331,0,1038,4140,44,840,1138,100,736,138,405,345,62,98,62,0.031406472,0.049681722,0.031406472,3,4,20,1.432044084,0,0,2,0,6,2,8,0.009944768,0.0,0.063786996,0.009944768,0.157408297,0.056755418,0.194274178,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,41,13,13.83501054,0,313.171016,2132,52.01893225,12840,313.171016,0,1157,4663,45,841,1257,103,769,139,440,384,70,109,70,0.033746984,0.052349343,0.033746984,5,7,30,1.666666667,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,395,222,26,27,118,0,124,88,0,8,Benign
Trojan-Emotet-1a6d4395b0058f03d3e6b2755298e98dfa84c8ab8ef8b0b0412b6ea2f5c7734e-9.raw,37,15,10.02702703,0,214.3513514,1445,39.05405405,7931,214.3513514,0,623,2809,40,665,658,92,596,113,160,230,43,79,43,0.029492455,0.054183813,0.029492455,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,118,86,0,8,Malware
Benign,40,12,13.6447339,0,303.8749888,2061,51.53684034,12154,303.8749888,0,1079,4303,44,855,1186,100,749,140,412,406,81,118,81,0.039607881,0.057541335,0.039607881,5,6,30,1.25,0,0,0,0,4,2,6,0.017543668,0.0,0.017543668,0.017543668,0.115789302,0.066666485,0.164912118,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,40,12,13.15445632,0,299.8294563,2001,50.025,11993,299.8294563,0,1084,4421,44,767,1155,100,739,136,412,332,63,101,63,0.032192131,0.051609607,0.032192131,3,4,18,1.5,2,0,2,2,6,4,8,0.047619048,0.0,0.047619048,0.047619048,0.142857143,0.095238095,0.19047619,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,48,17,11.67083766,0,269.338547,2277,47.4375,12928,269.338547,0,1095,4457,54,1015,1175,117,804,146,446,413,90,136,90,0.038877731,0.058748571,0.038877731,5,6,30,1.25,7,0,7,7,11,9,13,0.127272727,0.0,0.127272727,0.127272727,0.2,0.163636364,0.236363636,138,392,222,26,24,118,0,126,87,0,8,Benign
Benign,40,12,13.23668937,0,304.35,2089,52.23831063,12174,304.35,0,1067,4250,44,897,1154,101,757,140,408,398,80,117,80,0.038267783,0.055966632,0.038267783,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,44,12,13.08032921,0,289.3053817,2153,48.93181818,12729,289.3053817,0,1140,4707,48,791,1258,108,751,143,439,347,74,116,74,0.03490566,0.054716981,0.03490566,4,5,24,1.333333333,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,395,222,26,27,118,0,125,88,0,8,Benign
Trojan-Refroso-8c67d58943abd5bc448484b2a7c210bc-6.raw,37,15,10.10810811,0,215.0,1445,39.05405405,7955,215.0,0,623,2810,40,666,662,92,594,113,160,230,42,78,42,0.028532609,0.05298913,0.028532609,3,3,18,1.0,6,0,6,6,10,8,12,0.139534884,0.0,0.139534884,0.139534884,0.23255814,0.186046512,0.279069767,138,389,221,26,24,116,0,119,86,0,8,Malware
Ransomware-Ako-0bc9f1abed356f3dbe16b11be0ab9c63545125fba69f377dfec10a5f9a997e3e-6.raw,42,16,9.476190476,0,202.952381,1618,38.52380952,8524,202.952381,0,667,2964,45,703,711,106,630,122,189,260,49,90,49,0.029625151,0.054413543,0.029625151,5,5,30,1.25,2,0,2,2,6,4,8,0.045454545,0.0,0.045454545,0.045454545,0.136363636,0.090909091,0.181818182,138,389,221,26,24,116,0,122,86,0,8,Malware
Spyware-CWS-0b115f358b60e20039b548ef6099503861e5bbab23dc4adb5adfd95cab795481-8.raw,41,16,9.731707317,0,207.1707317,1588,38.73170732,8494,207.1707317,0,662,2960,44,723,716,104,619,119,179,260,47,87,47,0.029247044,0.054138146,0.029247044,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,389,221,26,24,116,0,119,87,0,8,Malware
Benign,44,13,13.40689811,0,300.5444147,2252,51.18181818,13223,300.5444147,0,1121,4681,49,989,1281,109,780,153,444,452,89,130,89,0.039363114,0.057496683,0.039363114,8,9,48,1.142857143,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,66,20,9.270886361,0,217.0274154,2614,39.14614487,14507,267.8381161,0,1236,4974,59,1171,1302,125,902,160,510,483,107,158,107,0.041319045,0.061000785,0.041319045,12,59,72,1.679069891,4,0,16,4,20,6,22,0.056500042,0.0,0.234415986,0.056500042,0.290916028,0.084750062,0.319166048,138,392,222,26,24,118,0,127,87,0,8,Benign
Benign,42,12,12.86779517,0,283.1478721,2106,50.14285714,11892,283.1478721,0,1042,4169,46,816,1160,104,746,145,383,364,79,118,79,0.037476281,0.05597723,0.037476281,5,6,30,1.25,2,0,2,2,6,4,8,0.045454545,0.0,0.045454545,0.045454545,0.136363636,0.090909091,0.181818182,138,395,222,26,27,118,0,124,88,0,8,Benign
Trojan-Refroso-24e10b29abd317ca36ef01fc7274bb8f-7.raw,42,17,9.5,0,203.4047619,1619,38.54761905,8544,208.3902439,0,661,2961,44,705,719,105,613,125,195,266,50,90,50,0.030395137,0.054711246,0.030395137,13,62,78,2.166666667,1,0,2,1,6,3,8,0.023255814,0.0,0.046511628,0.023255814,0.139534884,0.069767442,0.186046512,138,389,221,26,24,116,0,119,87,0,8,Malware
Trojan-Zeus-3d0e5fc2e0abe513e3acd241bc5973d92927464d67a288658b187084c43a6f13-1.raw,42,16,10.71428571,0,208.2380952,1617,38.5,8746,208.2380952,0,658,3048,45,675,838,104,648,120,176,261,47,88,47,0.028262177,0.052916416,0.028262177,4,4,24,1.0,2,0,2,2,6,4,8,0.045454545,0.0,0.045454545,0.045454545,0.136363636,0.090909091,0.181818182,138,389,221,26,24,116,0,122,87,0,8,Malware
Benign,42,12,12.9051601,0,298.2155798,2160,51.42857143,12526,305.5135208,0,1077,4405,45,922,1189,104,776,144,423,396,80,117,80,0.037541061,0.054903801,0.037541061,5,6,30,1.25,1,0,2,1,6,3,8,0.023255814,0.0,0.046511628,0.023255814,0.139534884,0.069767442,0.186046512,138,395,222,26,27,118,0,125,88,0,8,Benign
Ransomware-Maze-94791378c663377e59eb88c89352ff7f5a8709c7d4750251716f468975daab24-4.raw,44,17,9.25,0,197.8636364,1659,37.70454545,8706,197.8636364,0,663,3035,47,700,732,109,650,126,182,269,46,89,46,0.027027027,0.052291422,0.027027027,3,3,18,1.0,1,0,1,1,5,3,7,0.022222222,0.0,0.022222222,0.022222222,0.111111111,0.066666667,0.155555556,138,389,221,26,24,116,0,122,86,0,8,Malware
Benign,40,12,13.25221019,0,304.3158153,2089,52.23418472,12172,304.3158153,0,1070,4251,44,897,1150,101,757,140,409,398,80,117,80,0.038270804,0.055971051,0.038270804,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,Benign
Trojan-Reconyc-c156a2d607c0f8ebe6230f9d869b4aed-10.raw,240,17,1.65,0,34.9625,1760,7.333333333,8592,220.3076923,0,641,2925,42,707,710,97,657,119,177,242,44,82,44,0.027972028,0.052129688,0.027972028,3,3,18,1.0,0,0,201,0,205,2,207,0.0,0.0,0.8375,0.0,0.854166667,0.008333333,0.8625,138,389,221,26,24,116,0,120,86,0,8,Malware
